file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC	Feature
mzspec:MSV000083835:QCmix	-0.0	mzspec:MSV000083835:peak/EtOAc_Neg_mzML/QCmix.mzML:scan:4858	1	0.86	3	MSV000083835	NoID	MSV000083835/ccms_peak/MeOH_Neg_RAW/QCmix.mzML	MSV000083835/QCmix.mzML	MSV000083835	Streptomyces		QC	automatic	No	No	Yes	ft0676
mzspec:MSV000085071:P3_B7_BB7_01_52817	-0.01	mzspec:MSV000085071:ccms_peak/Mushrooms_NEG_P3_mzXML/P3_B7_BB7_01_52817.mzML:scan:1103	1	0.86	3	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P3_mzXML/P3_B7_BB7_01_52817.mzML	MSV000085071/P3_B7_BB7_01_52817.mzML	MSV000085071	Fungi		4751	automatic	No	No	No	ft0676
mzspec:MSV000085159:Y-498-2_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/Y-498-2_neg.mzML:scan:4294967295	1	0.86	3	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/Y-498-2_neg.mzML	MSV000085159/Y-498-2_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:T-150-3_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/T-150-3_neg.mzML:scan:4294967295	1	0.85	6	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/T-150-3_neg.mzML	MSV000085159/T-150-3_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:MEDIA_BLANK2_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/MEDIA_BLANK2_neg.mzML:scan:4294967295	1	0.85	5	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/MEDIA_BLANK2_neg.mzML	MSV000085159/MEDIA_BLANK2_neg.mzML	MSV000085159	Salinospora	Salinispora	Blank	automatic	No	Yes	No	ft0676
mzspec:MSV000085159:T-148-6_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/T-148-6_neg.mzML:scan:4294967295	1	0.85	4	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/T-148-6_neg.mzML	MSV000085159/T-148-6_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000084595:15_0_M_Control_YMS_B3_Neg	0.0	mzspec:MSV000084595:peak/Negative_mzML/Sample/15_0_M_Control_YMS_B3_Neg.mzML:scan:2784	1	0.85	4	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/15_0_M_Control_YMS_B3_Neg.mzML	MSV000084595/15_0_M_Control_YMS_B3_Neg.mzML	MSV000084595	Streptomyces		QC	automatic	No	No	Yes	ft0676
mzspec:MSV000085159:T-403-4_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/T-403-4_neg.mzML:scan:4294967295	1	0.85	4	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/T-403-4_neg.mzML	MSV000085159/T-403-4_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000088756:CcrocEA_neg	-0.0	mzspec:MSV000088756:peak/NEG/CcrocEA_neg.mzML:scan:2750	1	0.85	4	MSV000088756	NoID	MSV000088756/peak/NEG/CcrocEA_neg.mzML	MSV000088756/CcrocEA_neg.mzML	MSV000088756	Fungi		4751	automatic	No	No	No	ft0676
mzspec:MSV000081030:Mtab_FT_012611_11	0.0	mzspec:MSV000081030:ccms_peak/raw/MTBLS144/Mtab_FT_012611_11.mzML:scan:5103	1	0.85	4	MSV000081030	NoID	MSV000081030/ccms_peak/raw/MTBLS144/Mtab_FT_012611_11.mzML	MSV000081030/Mtab_FT_012611_11.mzML	MSV000081030	Thalassiosira pseudonana		35128	automatic	No	No	No	ft0676
mzspec:MSV000084595:21_0_M_Control_MYM_B9_Neg	0.0	mzspec:MSV000084595:ccms_peak/Negative_RAW/21_0_M_Control_MYM_B9_Neg.mzML:scan:3206	1	0.85	3	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/21_0_M_Control_MYM_B9_Neg.mzML	MSV000084595/21_0_M_Control_MYM_B9_Neg.mzML	MSV000084595	Streptomyces		QC	automatic	No	No	Yes	ft0676
mzspec:MSV000084595:23_2_scab_M_SAMPLE_KO_MYM_14_B11_Neg	0.0	mzspec:MSV000084595:ccms_peak/Negative_RAW/23_2_scab_M_SAMPLE_KO_MYM_14_B11_Neg.mzML:scan:3179	1	0.85	3	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/23_2_scab_M_SAMPLE_KO_MYM_14_B11_Neg.mzML	MSV000084595/23_2_scab_M_SAMPLE_KO_MYM_14_B11_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No	ft0676
mzspec:MSV000083835:32	-0.0	mzspec:MSV000083835:peak/EtOAc_Neg_mzML/32.mzML:scan:4930	1	0.85	3	MSV000083835	NoID	MSV000083835/peak/EtOAc_Neg_mzML/32.mzML	MSV000083835/32.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No	ft0676
mzspec:MSV000084595:14_3_spec_M_SAMPLE_WT_MYM_7_B2_Neg	0.0	mzspec:MSV000084595:peak/Negative_mzML/Sample/14_3_spec_M_SAMPLE_WT_MYM_7_B2_Neg.mzML:scan:2820	1	0.85	3	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/14_3_spec_M_SAMPLE_WT_MYM_7_B2_Neg.mzML	MSV000084595/14_3_spec_M_SAMPLE_WT_MYM_7_B2_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No	ft0676
mzspec:MSV000083835:36	-0.0	mzspec:MSV000083835:peak/EtOAc_Neg_mzML/36.mzML:scan:4476	1	0.85	3	MSV000083835	NoID	MSV000083835/ccms_peak/EtOAc_Pos_RAW/36.mzML	MSV000083835/36.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No	ft0676
mzspec:MSV000087798:Talaromyces flavus (+)	-0.0	mzspec:MSV000087798:ccms_peak/Talaromyces flavus (+).mzML:scan:4294967295	1	0.85	3	MSV000087798	NoID	MSV000087798/ccms_peak/Talaromyces flavus (+).mzML	MSV000087798/Talaromyces flavus (+).mzML	MSV000087798	Talaromyces flavus		5095	automatic	Yes	No	No	ft0676
mzspec:MSV000087798:Fusarium solani (+)	-0.0	mzspec:MSV000087798:ccms_peak/Fusarium solani (+).mzML:scan:4294967295	1	0.85	3	MSV000087798	NoID	MSV000087798/ccms_peak/Fusarium solani (+).mzML	MSV000087798/Fusarium solani (+).mzML	MSV000087798	Fusarium solani		169388	automatic	Yes	No	No	ft0676
mzspec:MSV000087798:Penicillium adametzi (+)	-0.0	mzspec:MSV000087798:ccms_peak/Penicillium adametzi (+).mzML:scan:4294967295	1	0.85	3	MSV000087798	NoID	MSV000087798/ccms_peak/Penicillium adametzi (+).mzML	MSV000087798/Penicillium adametzi (+).mzML	MSV000087798	Penicillium adametzi	Penicillium adametzii	69763	automatic	Yes	No	No	ft0676
mzspec:MSV000087798:Trichoderma harzianum (+)	-0.0	mzspec:MSV000087798:ccms_peak/Trichoderma harzianum (+).mzML:scan:4294967295	1	0.85	3	MSV000087798	NoID	MSV000087798/ccms_peak/Trichoderma harzianum (+).mzML	MSV000087798/Trichoderma harzianum (+).mzML	MSV000087798	Trichoderma harzianum		5544	automatic	Yes	No	No	ft0676
mzspec:MSV000087798:Trichoderma harzianum (-)	-0.0	mzspec:MSV000087798:ccms_peak/Trichoderma harzianum (-).mzML:scan:4294967295	1	0.85	3	MSV000087798	NoID	MSV000087798/ccms_peak/Trichoderma harzianum (-).mzML	MSV000087798/Trichoderma harzianum (-).mzML	MSV000087798	Fungi		4751	automatic	No	No	No	ft0676
mzspec:MSV000087798:Talaromyces flavus (-)	-0.0	mzspec:MSV000087798:ccms_peak/Talaromyces flavus (-).mzML:scan:4294967295	1	0.85	3	MSV000087798	NoID	MSV000087798/ccms_peak/Talaromyces flavus (-).mzML	MSV000087798/Talaromyces flavus (-).mzML	MSV000087798	Fungi		4751	automatic	No	No	No	ft0676
mzspec:MSV000085159:Y-202-2_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/Y-202-2_neg.mzML:scan:4294967295	1	0.84	6	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/Y-202-2_neg.mzML	MSV000085159/Y-202-2_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:S-801-4_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/S-801-4_neg.mzML:scan:4294967295	1	0.84	5	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/S-801-4_neg.mzML	MSV000085159/S-801-4_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:Y-673-2_neg	-0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/Y-673-2_neg.mzML:scan:4294967295	1	0.84	5	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/Y-673-2_neg.mzML	MSV000085159/Y-673-2_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:T-569-4_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/T-569-4_neg.mzML:scan:4294967295	1	0.84	5	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/T-569-4_neg.mzML	MSV000085159/T-569-4_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:Y-666-4_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/Y-666-4_neg.mzML:scan:4294967295	1	0.84	5	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/Y-666-4_neg.mzML	MSV000085159/Y-666-4_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:Y-498-5_neg	-0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/Y-498-5_neg.mzML:scan:4294967295	1	0.84	4	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/Y-498-5_neg.mzML	MSV000085159/Y-498-5_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000084595:24_0_M_Control_YMS_B12_Neg	0.0	mzspec:MSV000084595:peak/Negative_mzML/Sample/24_0_M_Control_YMS_B12_Neg.mzML:scan:3323	1	0.84	4	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/24_0_M_Control_YMS_B12_Neg.mzML	MSV000084595/24_0_M_Control_YMS_B12_Neg.mzML	MSV000084595	Streptomyces		QC	automatic	No	No	Yes	ft0676
mzspec:MSV000085858:24_0_M_Control_YMS_B12_Neg	0.0	mzspec:MSV000085858:ccms_peak/24_0_M_Control_YMS_B12_Neg.mzML:scan:3323	1	0.84	4	MSV000085858	NoID	MSV000085858/ccms_peak/24_0_M_Control_YMS_B12_Neg.mzML	MSV000085858/24_0_M_Control_YMS_B12_Neg.mzML	MSV000085858	Streptomyces scabiei 87.22		QC	automatic	No	No	Yes	ft0676
mzspec:MSV000085159:T-029-1_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/T-029-1_neg.mzML:scan:4294967295	1	0.84	4	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/T-029-1_neg.mzML	MSV000085159/T-029-1_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:T-403-2_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/T-403-2_neg.mzML:scan:4294967295	1	0.84	4	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/T-403-2_neg.mzML	MSV000085159/T-403-2_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:Y-646-6_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/Y-646-6_neg.mzML:scan:4294967295	1	0.84	3	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/Y-646-6_neg.mzML	MSV000085159/Y-646-6_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085071:P2_G7_BG7_01_53282	-0.01	mzspec:MSV000085071:ccms_peak/Mushrooms_NEG_P2_mzXML/P2_G7_BG7_01_53282.mzML:scan:1113	1	0.84	3	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P2_mzXML/P2_G7_BG7_01_53282.mzXML	MSV000085071/P2_G7_BG7_01_53282.mzXML	MSV000085071	Clavulinopsis laeticolor	Ramariopsis laeticolor	293793	automatic	Yes	No	No	ft0676
mzspec:MSV000084595:20_3_spec_M_SAMPLE_WT_YMS_7_B8_Neg	0.0	mzspec:MSV000084595:peak/Negative_mzML/Sample/20_3_spec_M_SAMPLE_WT_YMS_7_B8_Neg.mzML:scan:3410	1	0.84	3	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/20_3_spec_M_SAMPLE_WT_YMS_7_B8_Neg.mzML	MSV000084595/20_3_spec_M_SAMPLE_WT_YMS_7_B8_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No	ft0676
mzspec:MSV000084595:18_3_spec_M_SAMPLE_WT_MYM_7_B6_Neg	0.0	mzspec:MSV000084595:peak/Negative_mzML/Sample/18_3_spec_M_SAMPLE_WT_MYM_7_B6_Neg.mzML:scan:3178	1	0.84	3	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/18_3_spec_M_SAMPLE_WT_MYM_7_B6_Neg.mzML	MSV000084595/18_3_spec_M_SAMPLE_WT_MYM_7_B6_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No	ft0676
mzspec:MSV000085974:KMRB15052235_neg	0.0	mzspec:MSV000085974:ccms_peak/KMRB15052235_neg.mzML:scan:3505	1	0.84	3	MSV000085974	NoID	MSV000085974/ccms_peak/KMRB15052235_neg.mzXML	MSV000085974/KMRB15052235_neg.mzXML	MSV000085974	Coriolopsis trogii		76130	automatic	No	No	No	ft0676
mzspec:MSV000085858:21_0_M_Control_MYM_B9_Neg	0.0	mzspec:MSV000085858:ccms_peak/21_0_M_Control_MYM_B9_Neg.mzML:scan:3206	1	0.84	3	MSV000085858	NoID	MSV000085858/ccms_peak/21_0_M_Control_MYM_B9_Neg.mzML	MSV000085858/21_0_M_Control_MYM_B9_Neg.mzML	MSV000085858	Streptomyces scabiei 87.22		QC	automatic	No	No	Yes	ft0676
mzspec:MSV000085159:Y-646-3_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/Y-646-3_neg.mzML:scan:4294967295	1	0.83	5	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/Y-646-3_neg.mzML	MSV000085159/Y-646-3_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:Y-673-6_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/Y-673-6_neg.mzML:scan:4294967295	1	0.83	5	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/Y-673-6_neg.mzML	MSV000085159/Y-673-6_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:Y-673-5_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/Y-673-5_neg.mzML:scan:4294967295	1	0.83	5	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/Y-673-5_neg.mzML	MSV000085159/Y-673-5_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:Y-202-4_neg	-0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/Y-202-4_neg.mzML:scan:4294967295	1	0.83	4	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/Y-202-4_neg.mzML	MSV000085159/Y-202-4_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:H-643-6_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/H-643-6_neg.mzML:scan:4294967295	1	0.83	4	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/H-643-6_neg.mzML	MSV000085159/H-643-6_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000084595:19_0_M_Control_YMS_B7_Neg	0.0	mzspec:MSV000084595:peak/Negative_mzML/Sample/19_0_M_Control_YMS_B7_Neg.mzML:scan:3168	1	0.83	3	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/19_0_M_Control_YMS_B7_Neg.mzML	MSV000084595/19_0_M_Control_YMS_B7_Neg.mzML	MSV000084595	Streptomyces		QC	automatic	No	No	Yes	ft0676
mzspec:MSV000085071:QC_RA2_01_53192	-0.01	mzspec:MSV000085071:updates/2020-03-25_amcaraballor_bc3ca9b3/peak/QC_NEG_mzXML/QC_RA2_01_53192.mzXML:scan:1130	1	0.83	3	MSV000085071	NoID	MSV000085071/updates/2020-03-25_amcaraballor_bc3ca9b3/peak/QC_NEG_mzXML/QC_RA2_01_53192.mzXML	MSV000085071/QC_RA2_01_53192.mzXML	MSV000085071	Fungi		QC	automatic	No	No	Yes	ft0676
mzspec:MSV000085159:MEDIA_BLANK1_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/MEDIA_BLANK1_neg.mzML:scan:4294967295	1	0.82	6	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/MEDIA_BLANK1_neg.mzML	MSV000085159/MEDIA_BLANK1_neg.mzML	MSV000085159	Salinospora	Salinispora	Blank	automatic	No	Yes	No	ft0676
mzspec:MSV000085159:Y-673-3_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/Y-673-3_neg.mzML:scan:4294967295	1	0.82	5	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/Y-673-3_neg.mzML	MSV000085159/Y-673-3_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:S-801-2_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/S-801-2_neg.mzML:scan:4294967295	1	0.82	5	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/S-801-2_neg.mzML	MSV000085159/S-801-2_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:S-801-6_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/S-801-6_neg.mzML:scan:4294967295	1	0.82	5	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/S-801-6_neg.mzML	MSV000085159/S-801-6_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:S-237-2_neg	0.01	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/S-237-2_neg.mzML:scan:4294967295	1	0.82	4	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/S-237-2_neg.mzML	MSV000085159/S-237-2_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000084595:28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg	0.0	mzspec:MSV000084595:peak/Negative_mzML/Sample/28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg.mzML:scan:3197	1	0.82	4	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg.mzML	MSV000084595/28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No	ft0676
mzspec:MSV000085858:28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg	0.0	mzspec:MSV000085858:ccms_peak/28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg.mzML:scan:3197	1	0.82	4	MSV000085858	NoID	MSV000085858/ccms_peak/28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg.mzML	MSV000085858/28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg.mzML	MSV000085858	Streptomyces scabiei 87.22		680198	automatic	No	No	No	ft0676
mzspec:MSV000085974:KMRB16071927_neg	0.0	mzspec:MSV000085974:ccms_peak/KMRB16071927_neg.mzML:scan:3715	1	0.82	4	MSV000085974	NoID	MSV000085974/ccms_peak/KMRB16071927_neg.mzXML	MSV000085974/KMRB16071927_neg.mzXML	MSV000085974	Nigroporus vinosus		76128	automatic	No	No	No	ft0676
mzspec:MSV000085159:T-403-3_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/T-403-3_neg.mzML:scan:4294967295	1	0.82	3	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/T-403-3_neg.mzML	MSV000085159/T-403-3_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:T-855-5_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/T-855-5_neg.mzML:scan:4294967295	1	0.81	5	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/T-855-5_neg.mzML	MSV000085159/T-855-5_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:S-237-4_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/S-237-4_neg.mzML:scan:4294967295	1	0.81	4	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/S-237-4_neg.mzML	MSV000085159/S-237-4_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:R-114-2_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/R-114-2_neg.mzML:scan:4294967295	1	0.81	4	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/R-114-2_neg.mzML	MSV000085159/R-114-2_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:S-801-5_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/S-801-5_neg.mzML:scan:4294967295	1	0.81	4	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/S-801-5_neg.mzML	MSV000085159/S-801-5_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085071:P1_H2_GH2_01_53181	0.02	mzspec:MSV000085071:ccms_peak/Mushrooms_NEG_P1_mzXML/P1_H2_GH2_01_53181.mzML:scan:2099	1	0.81	3	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_H2_GH2_01_53181.mzXML	MSV000085071/P1_H2_GH2_01_53181.mzXML	MSV000085071	Tricholoma focale		54537	automatic	Yes	No	No	ft0676
mzspec:MSV000084884:w100_15366n	0.0	mzspec:MSV000084884:updates/2020-02-03_jamirimoghaddam_67410a78/raw/w100_15366n.mzML:scan:4306	1	0.81	3	MSV000084884	NoID	MSV000084884/updates/2020-02-03_jamirimoghaddam_67410a78/raw/w100_15366n.mzML	MSV000084884/w100_15366n.mzML	MSV000084884	Bacteria		2	automatic	No	No	No	ft0676
mzspec:MSV000085159:T-569-6_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/T-569-6_neg.mzML:scan:4294967295	1	0.8	5	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/T-569-6_neg.mzML	MSV000085159/T-569-6_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:R-942-3_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/R-942-3_neg.mzML:scan:4294967295	1	0.8	5	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/R-942-3_neg.mzML	MSV000085159/R-942-3_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:T-855-2_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/T-855-2_neg.mzML:scan:4294967295	1	0.8	5	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/T-855-2_neg.mzML	MSV000085159/T-855-2_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000084595:26_2_scab_M_SAMPLE_KO_YMS_14_C2_Neg	0.0	mzspec:MSV000084595:ccms_peak/Negative_RAW/26_2_scab_M_SAMPLE_KO_YMS_14_C2_Neg.mzML:scan:3257	1	0.8	4	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/26_2_scab_M_SAMPLE_KO_YMS_14_C2_Neg.mzML	MSV000084595/26_2_scab_M_SAMPLE_KO_YMS_14_C2_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No	ft0676
mzspec:MSV000085159:T-855-4_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/T-855-4_neg.mzML:scan:4294967295	1	0.8	4	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/T-855-4_neg.mzML	MSV000085159/T-855-4_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:R-114-4_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/R-114-4_neg.mzML:scan:4294967295	1	0.8	4	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/R-114-4_neg.mzML	MSV000085159/R-114-4_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
mzspec:MSV000085159:H-643-4_neg	0.0	mzspec:MSV000085159:ccms_peak/SIRENAS DATA POST_NEG/H-643-4_neg.mzML:scan:4294967295	1	0.8	3	MSV000085159	NoID	MSV000085159/ccms_peak/SIRENAS DATA POST_NEG/H-643-4_neg.mzML	MSV000085159/H-643-4_neg.mzML	MSV000085159	Salinospora	Salinispora	168694	automatic	No	No	No	ft0676
